path,spoken_language,signed_language,start,end,words,glosses,priority
sgg\125451.pose,de,sgg,0,2.708333333333333,DOWNLOAD,downloaden,
sgg\118158.pose,de,sgg,0,2.833333333333333,KOMMANDANT,kommandant,
sgg\116060.pose,de,sgg,0,2.8,HEROISCH,heroisch,
sgg\112437.pose,de,sgg,0,2.7916666666666665,LEGEN,legen,
sgg\116615.pose,de,sgg,0,3.1666666666666665,SCHIESSBEKLEIDUNG,schiessbekleidung,
sgg\123604.pose,de,sgg,0,2.9166666666666665,RAD FAHREN,rad fahren,
sgg\115063.pose,de,sgg,0,3.5,SKISPRINGEN,skispringen,
sgg\117864.pose,de,sgg,0,2.6666666666666665,BARACK OBAMA,barack obama,
sgg\117896.pose,de,sgg,0,3.0,BOLOGNA,bologna,
sgg\111943.pose,de,sgg,0,2.875,WASSERBRETT,wasserbrett,
sgg\128507.pose,de,sgg,0,2.24,UNTERKUNFT,unterkunft,
sgg\125120.pose,de,sgg,0,2.125,VIEL,viel,
sgg\112235.pose,de,sgg,0,2.9166666666666665,ADIDAS,adidas,
sgg\111418.pose,de,sgg,0,2.5416666666666665,WEIHNACHTEN,weihnachten,
sgg\125220.pose,de,sgg,0,2.958333333333333,SHANGHAI,shanghai,
sgg\112970.pose,de,sgg,0,2.12,MARINE LE PEN,marine le pen,
sgg\123936.pose,de,sgg,0,3.12,ÄNGSTLICH,ängstlich,
sgg\116619.pose,de,sgg,0,3.458333333333333,FREUDE,freude,
sgg\112010.pose,de,sgg,0,3.6,DIPHTHERIE,diphtherie,
sgg\117468.pose,de,sgg,0,3.1666666666666665,WASCHEN,wegwaschen,
sgg\111722.pose,de,sgg,0,2.72,RECHERCHE,recherche,
sgg\129241.pose,de,sgg,0,1.92,VERRATEN,verraten,
sgg\113572.pose,de,sgg,0,3.125,TOR,tor,
sgg\115283.pose,de,sgg,0,2.75,AUSLACHEN,auslachen,
sgg\117825.pose,de,sgg,0,3.0416666666666665,ABORIGINES,aborigine,
sgg\128869.pose,de,sgg,0,2.5,SCHNEE,schnee,
sgg\113994.pose,de,sgg,0,3.28,FÜRSTENTUM,fürstentum,
sgg\130647.pose,de,sgg,0,3.6,OBOE,oboe,
sgg\111610.pose,de,sgg,0,2.25,ORAL,oral,
sgg\115209.pose,de,sgg,0,2.5416666666666665,BALD,bald,
sgg\124344.pose,de,sgg,0,2.6,MESSEN,messen,
sgg\112155.pose,de,sgg,0,2.52,DENIZLI,denizli,
sgg\126326.pose,de,sgg,0,3.125,LEHRERKONFERENZ,lehrerkonferenz,
sgg\112112.pose,de,sgg,0,2.2,KURDEN,kurde,
sgg\124919.pose,de,sgg,0,2.083333333333333,EINZEL,einzel,
sgg\114270.pose,de,sgg,0,2.7916666666666665,PARALLELSLALOM,parallelslalom,
sgg\113421.pose,de,sgg,0,2.1666666666666665,KALTBLÜTIG,kaltblütig,
sgg\127377.pose,de,sgg,0,2.84,SPEISEWAGEN,speisewagen,
sgg\123727.pose,de,sgg,0,3.12,PRIMARSCHULE,primarschule,
sgg\125082.pose,de,sgg,0,2.083333333333333,BEHALTEN,beibehalten,
sgg\114725.pose,de,sgg,0,2.708333333333333,RENDITE,rendite,
sgg\111855.pose,de,sgg,0,2.083333333333333,FALSCH,falsch,
sgg\111645.pose,de,sgg,0,2.84,RACEWALKING,racewalking,
sgg\113027.pose,de,sgg,0,3.0416666666666665,KORNNATTER,kornnatter,
sgg\123845.pose,de,sgg,0,2.16,NEKTARINE,nektarine,
sgg\117482.pose,de,sgg,0,2.6666666666666665,NEUNUNDZWANZIG,neunundzwanzig,
sgg\117252.pose,de,sgg,0,2.24,SALVADOR,salvador,
sgg\114629.pose,de,sgg,0,1.8333333333333333,PRAG,prag,
sgg\118229.pose,de,sgg,0,3.4166666666666665,MINDESTLOHN,mindestlohn,
sgg\127008.pose,de,sgg,0,3.0416666666666665,AUFSTAND,aufstehen,
sgg\128755.pose,de,sgg,0,2.6666666666666665,DIENST,dienen,
sgg\117856.pose,de,sgg,0,3.0416666666666665,AUGSBURG,augsburg,
sgg\123799.pose,de,sgg,0,2.08,GIER,gieren,
sgg\129026.pose,de,sgg,0,2.958333333333333,TENNISSCHLÄGER,tennisschläger,
sgg\114253.pose,de,sgg,0,2.48,OLYMPIADE,olympiade,
sgg\117580.pose,de,sgg,0,3.4166666666666665,NATIONALFONDS,nationalfonds,
sgg\125134.pose,de,sgg,0,2.4166666666666665,BEHINDERT,behindert,
sgg\123910.pose,de,sgg,0,2.4,JAHRGANG,jahrgang,
sgg\111612.pose,de,sgg,0,2.1666666666666665,BONBON,bonbon,
sgg\115771.pose,de,sgg,0,2.48,OBERWINTERTHUR,oberwinterthur,
sgg\112848.pose,de,sgg,0,2.9166666666666665,GEHÖRLOSENSCHULE,gehörlosenschule,
sgg\115909.pose,de,sgg,0,2.24,PARADEPLATZ,paradeplatz,
sgg\125148.pose,de,sgg,0,2.28,REGION,region,
sgg\125191.pose,de,sgg,0,2.1666666666666665,SCHNAPS,schnaps,
sgg\126714.pose,de,sgg,0,2.4166666666666665,KANADA,kanada,
sgg\126612.pose,de,sgg,0,2.6666666666666665,NEU,neu,
sgg\111625.pose,de,sgg,0,2.36,FESTIVAL,festival,
sgg\124577.pose,de,sgg,0,2.0,SUPER,super,
sgg\111850.pose,de,sgg,0,2.75,AMERIKA,amerika,
sgg\129230.pose,de,sgg,0,2.48,CREDIT SUISSE,credit suisse,
sgg\111797.pose,de,sgg,0,2.208333333333333,CHICAGO,chicago,
sgg\115124.pose,de,sgg,0,2.32,SCHWER,schwer,
sgg\130129.pose,de,sgg,0,3.1666666666666665,NATION,nation,
sgg\117009.pose,de,sgg,0,2.625,ZIMMERMANN,zimmermann,
sgg\125666.pose,de,sgg,0,2.68,GLASHAUS,glashaus,
sgg\124167.pose,de,sgg,0,2.24,WEIBCHEN,weibchen,
sgg\113152.pose,de,sgg,0,2.958333333333333,HÖHLE,höhlen,
sgg\126036.pose,de,sgg,0,3.125,VERSPÄTUNG,verspätung,
sgg\115626.pose,de,sgg,0,2.2,RÜMLANG,rümlang,
sgg\116159.pose,de,sgg,0,3.1666666666666665,RESULTAT,resultat,
sgg\111728.pose,de,sgg,0,3.4,DROGENKARTELL,drogenkartell,
sgg\126790.pose,de,sgg,0,2.32,BEANTRAGEN,beantragen,
sgg\112560.pose,de,sgg,0,2.875,MIST,mist,
sgg\113476.pose,de,sgg,0,2.48,FAHNDUNG,fahndung,
sgg\129687.pose,de,sgg,0,3.0,CHRISTIANE TAUBIRA,christiane taubira,
sgg\126211.pose,de,sgg,0,2.52,WECHSELN,wechseln,
sgg\115217.pose,de,sgg,0,2.36,KUSS,kuss,
sgg\128726.pose,de,sgg,0,3.083333333333333,RÜSSEL,rüssel,
sgg\127795.pose,de,sgg,0,2.5416666666666665,HYPOTHEK,hypothek,
sgg\114667.pose,de,sgg,0,2.8,PRINZ CHARLES,prinz charles,
sgg\129527.pose,de,sgg,0,3.16,BADEN-WÜRTTEMBERG,baden-württemberg,
sgg\124178.pose,de,sgg,0,3.4166666666666665,HAMAS,hamas,
sgg\112890.pose,de,sgg,0,2.75,ATMOSPHÄRE,atmosphäre,
sgg\115961.pose,de,sgg,0,3.0,TRANSPLANTATION,transplantation,
sgg\111697.pose,de,sgg,0,2.4166666666666665,EINFAMILIENHAUS,einfamilienhaus,
sgg\115328.pose,de,sgg,0,2.56,ANHÖREN,anhören,
sgg\126341.pose,de,sgg,0,2.1666666666666665,PUMA,puma,
sgg\127379.pose,de,sgg,0,2.52,STARRKRAMPF,starrkrampf,
sgg\127171.pose,de,sgg,0,2.4,KINO,kino,
sgg\125046.pose,de,sgg,0,1.92,BALL,ballen,
sgg\113225.pose,de,sgg,0,2.375,MARIO MONTI,mario monti,
sgg\126460.pose,de,sgg,0,2.16,CHRISTEN,christ,
sgg\125980.pose,de,sgg,0,3.25,VISUM,visum,
sgg\111586.pose,de,sgg,0,2.12,PENALTY,penalty,
sgg\124693.pose,de,sgg,0,2.72,NEUNUNDSECHZIG,neunundsechzig,
sgg\112681.pose,de,sgg,0,2.4166666666666665,MESSER,messer,
sgg\128748.pose,de,sgg,0,3.64,NEUROPSYCHOLOGIE,neuropsychologie,
sgg\117689.pose,de,sgg,0,2.708333333333333,UNRUHE,unruhe,
sgg\117114.pose,de,sgg,0,3.0,STINKEN,stinken,
sgg\130150.pose,de,sgg,0,2.1666666666666665,NEUNZIG,neunzig,
sgg\129780.pose,de,sgg,0,3.125,ANGRIFF,angreifen,
sgg\112561.pose,de,sgg,0,2.375,SCHWEIGEPFLICHT,schweigepflicht,
sgg\113848.pose,de,sgg,0,2.4166666666666665,ANZUG,anzug,
sgg\125250.pose,de,sgg,0,2.24,HAMBURG,hamburg,
sgg\127740.pose,de,sgg,0,2.208333333333333,SCHLANK,schlank,
sgg\129526.pose,de,sgg,0,2.72,ADOPTIEREN,adoptieren,
sgg\112119.pose,de,sgg,0,3.44,FLUGZEUGSITZ,flugzeugsitz,
sgg\126491.pose,de,sgg,0,2.4166666666666665,BESTELLEN,bestellen,
sgg\127123.pose,de,sgg,0,2.833333333333333,PLAKAT,plakat,
sgg\113066.pose,de,sgg,0,2.083333333333333,WEGNEHMEN,wegnehmen,
sgg\115868.pose,de,sgg,0,3.0,ABMACHEN,abmachen,
sgg\112562.pose,de,sgg,0,2.6666666666666665,PONY,pony,
sgg\114516.pose,de,sgg,0,2.333333333333333,HAMMER,hammer,
sgg\126182.pose,de,sgg,0,2.333333333333333,FAN,fan,
sgg\116351.pose,de,sgg,0,2.375,RÜCKZUG,rückzug,
sgg\116735.pose,de,sgg,0,3.5,WEIHNACHTSGESCHENK,weihnachtsgeschenk,
sgg\118095.pose,de,sgg,0,2.25,INFEKTION,infektion,
sgg\114887.pose,de,sgg,0,2.6666666666666665,KOMMEN,kommen,
sgg\129435.pose,de,sgg,0,2.56,VERWIRRT,verwirrt,
sgg\112079.pose,de,sgg,0,2.44,NEVSEHIR,nevsehir,
sgg\112074.pose,de,sgg,0,2.833333333333333,PLEITE,pleite,
sgg\125464.pose,de,sgg,0,2.25,PUBLIK,publik,
sgg\129330.pose,de,sgg,0,2.25,SCHWALBE,schwalbe,
sgg\126595.pose,de,sgg,0,2.708333333333333,NEIN,nein,
sgg\114523.pose,de,sgg,0,2.25,SALAT,salat,
sgg\124828.pose,de,sgg,0,2.9166666666666665,ROTES MEER,rot meer,
sgg\128280.pose,de,sgg,0,2.6,KINDERSCHÄNDER,kinderschänder,
sgg\130621.pose,de,sgg,0,2.56,AUFMÜPFIG,aufmüpfig,
sgg\115760.pose,de,sgg,0,3.4166666666666665,NUTZTIER,nutztier,
sgg\128446.pose,de,sgg,0,2.44,LIQUIDITÄT,liquidität,
sgg\112874.pose,de,sgg,0,2.5,SUNRISE,sunrise,
sgg\128485.pose,de,sgg,0,2.28,AUSCHWITZ,auschwitz,
sgg\115800.pose,de,sgg,0,2.4,DEMÜTIGUNG,demütigung,
sgg\126139.pose,de,sgg,0,2.625,STÜRMER,stürmer,
sgg\129843.pose,de,sgg,0,2.28,CRÈME,crèmen,
sgg\128668.pose,de,sgg,0,2.333333333333333,SARDINIEN,sardinien,
sgg\117346.pose,de,sgg,0,2.6666666666666665,VERLASSEN,verlassen,
sgg\117594.pose,de,sgg,0,3.333333333333333,NATIONALRAT,nationalrat,
sgg\116739.pose,de,sgg,0,3.24,GOTTHARDTUNNEL,gotthardtunnel,
sgg\128779.pose,de,sgg,0,2.6,AUFFALLEN,auffallen,
sgg\113395.pose,de,sgg,0,3.1666666666666665,JAHR,jahr,
sgg\113164.pose,de,sgg,0,1.7916666666666667,HOLEN,holen,
sgg\117643.pose,de,sgg,0,2.12,SPANGE,spange,
sgg\115013.pose,de,sgg,0,3.0416666666666665,YOU TUBE,you tube,
sgg\127787.pose,de,sgg,0,2.458333333333333,MATERIAL,material,
sgg\129504.pose,de,sgg,0,2.7916666666666665,UMSTRITTEN,umstritten,
sgg\117498.pose,de,sgg,0,2.083333333333333,HÄSSLICH,hässlich,
sgg\126096.pose,de,sgg,0,2.44,XÀBIA,xàbia,
sgg\128268.pose,de,sgg,0,3.0416666666666665,SECHZEHN,sechzehn,
sgg\113548.pose,de,sgg,0,2.875,EMMENTAL,emmental,
sgg\130049.pose,de,sgg,0,2.583333333333333,MILANO,milano,
sgg\128308.pose,de,sgg,0,2.458333333333333,BLUSE,bluse,
sgg\118060.pose,de,sgg,0,3.208333333333333,HANDYANTENNE,handyantenne,
sgg\127068.pose,de,sgg,0,2.52,VERGEBEN,vergeben,
sgg\127859.pose,de,sgg,0,2.12,OZEAN,ozean,
sgg\125629.pose,de,sgg,0,3.88,KUHEUTER,kuheuter,
sgg\128436.pose,de,sgg,0,1.92,LINDAU,lindau,
sgg\113593.pose,de,sgg,0,2.75,UNIVERSAL,universal,
sgg\127338.pose,de,sgg,0,3.04,RUDERBOOT,ruderboot,
sgg\129014.pose,de,sgg,0,2.12,URIN,urin,
sgg\128369.pose,de,sgg,0,2.92,SARG,sargen,
sgg\117676.pose,de,sgg,0,2.5,KÖNNEN,können,
sgg\113531.pose,de,sgg,0,2.56,BAMBUS,bambus,
sgg\129736.pose,de,sgg,0,2.48,GESCHIRR,geschirr,
sgg\115573.pose,de,sgg,0,3.333333333333333,TALIBAN,talib,
sgg\116860.pose,de,sgg,0,2.6666666666666665,GERADE,gerade,
sgg\117330.pose,de,sgg,0,2.5,WOHL,wohl,
sgg\128231.pose,de,sgg,0,3.083333333333333,STEMMEN,stemmen,
sgg\114839.pose,de,sgg,0,2.625,QUEENSLAND,queensland,
sgg\116070.pose,de,sgg,0,3.7916666666666665,LINIENRICHTER,linienrichter,
sgg\115261.pose,de,sgg,0,3.125,3D-BRILLE,3d-brille,
sgg\128936.pose,de,sgg,0,2.4,ERDBEERE,erdbeere,
sgg\126729.pose,de,sgg,0,2.76,MOOR,moor,
sgg\126728.pose,de,sgg,0,2.6,BEDRÄNGNIS,bedrängnis,
sgg\111424.pose,de,sgg,0,2.36,SHERPA,sherpa,
sgg\127694.pose,de,sgg,0,2.6,ANZEIGE,anzeigen,
sgg\116205.pose,de,sgg,0,2.5,SCHWEISSEN,schweissen,
sgg\117480.pose,de,sgg,0,2.5416666666666665,ABHÄNGIG,abhängig,
sgg\125756.pose,de,sgg,0,2.583333333333333,SPORTPLATZ,sportplatz,
sgg\129415.pose,de,sgg,0,2.48,PFARRER,pfarrer,
sgg\128545.pose,de,sgg,0,2.75,KÖRPERSPRACHE,körpersprache,
sgg\130067.pose,de,sgg,0,2.375,ÄGYPTEN,ägypten,
sgg\111759.pose,de,sgg,0,2.625,OPFER,opfern,
sgg\116958.pose,de,sgg,0,2.4166666666666665,VOLLMOND,vollmond,
sgg\124229.pose,de,sgg,0,2.375,DEUTSCH,deutsch,
sgg\117860.pose,de,sgg,0,3.083333333333333,BALKAN,balkan,
sgg\115412.pose,de,sgg,0,2.375,MENÜ,menü,
sgg\114854.pose,de,sgg,0,3.2916666666666665,RAKETE,rakete,
sgg\125192.pose,de,sgg,0,2.6666666666666665,VILLA,villa,
sgg\112269.pose,de,sgg,0,3.208333333333333,BESSER,gut,
sgg\113674.pose,de,sgg,0,3.04,FERNSEHSTUDIO,fernsehstudio,
sgg\123875.pose,de,sgg,0,2.375,BEFÜRCHTEN,befürchten,
sgg\113177.pose,de,sgg,0,2.16,VERB,verb,
sgg\111851.pose,de,sgg,0,2.1666666666666665,PASSIEREN,passieren,
sgg\125252.pose,de,sgg,0,3.4166666666666665,SOLARFLUGZEUG,solarflugzeug,
sgg\118202.pose,de,sgg,0,3.0416666666666665,MAATSTRICHT,maatstricht,
sgg\118115.pose,de,sgg,0,2.75,INTERPRETATION,interpretation,
sgg\116708.pose,de,sgg,0,2.708333333333333,RAUPE,raupe,
sgg\116559.pose,de,sgg,0,2.6666666666666665,ABHOLEN,abholen,
sgg\115681.pose,de,sgg,0,2.6666666666666665,VERGELTUNG,vergeltung,
sgg\113028.pose,de,sgg,0,2.1666666666666665,FRANCOIS HOLLANDE,francois hollande,
sgg\128341.pose,de,sgg,0,2.6666666666666665,WAGEN,wagen,
sgg\128687.pose,de,sgg,0,2.208333333333333,SÄEN,säen,
sgg\127823.pose,de,sgg,0,2.44,LOBBY,lobby,
sgg\128404.pose,de,sgg,0,2.96,FÜNFUNDNEUNZIG,fünfundneunzig,
sgg\117420.pose,de,sgg,0,2.75,WACH,wach,
sgg\114054.pose,de,sgg,0,2.083333333333333,AUSSEN,außen,
sgg\117011.pose,de,sgg,0,2.96,SOUVENIR,souvenir,
sgg\113258.pose,de,sgg,0,3.0,SCHWARZER PACU,schwarz pacu,
sgg\126434.pose,de,sgg,0,2.375,YU-GI-JOH,yu-gi-joh,
sgg\129094.pose,de,sgg,0,3.7916666666666665,SPIRITUALITÄT,spiritualität,
sgg\125752.pose,de,sgg,0,3.2916666666666665,SPIELWARENLADEN,spielwarenladen,
sgg\126743.pose,de,sgg,0,2.125,BENIN,benin,
sgg\128903.pose,de,sgg,0,2.36,UNKRAUT,unkraut,
sgg\113474.pose,de,sgg,0,2.32,UNTERSCHREIBEN,unterschreiben,
sgg\116770.pose,de,sgg,0,2.4166666666666665,SPRECHANLAGE,sprechanlage,
sgg\116987.pose,de,sgg,0,2.458333333333333,HÜHNERFARM,hühnerfarm,
sgg\126617.pose,de,sgg,0,2.333333333333333,LIEBEN,lieb,
sgg\128990.pose,de,sgg,0,2.28,EUER,euer,
sgg\118180.pose,de,sgg,0,4.791666666666667,LANDEKLAPPE,landeklappe,
sgg\111446.pose,de,sgg,0,2.6666666666666665,NOVI SAD,novi sad,
sgg\130190.pose,de,sgg,0,3.08,PETARDE,petarde,
sgg\126390.pose,de,sgg,0,2.68,EIMER,eimer,
sgg\129349.pose,de,sgg,0,3.4,FÜHLER,fühler,
sgg\113513.pose,de,sgg,0,2.56,GUTSCHRIFT,gutschrift,
sgg\111907.pose,de,sgg,0,2.333333333333333,FRAU,frau,
sgg\129360.pose,de,sgg,0,2.12,VIRTUELL,virtuell,
sgg\111738.pose,de,sgg,0,3.0416666666666665,HALFPIPE,halfpipe,
sgg\128821.pose,de,sgg,0,2.48,AUFTAUCHEN,auftauchen,
sgg\113760.pose,de,sgg,0,2.375,ANPASSEN,anpassen,
sgg\114630.pose,de,sgg,0,2.88,SAHARA,sahara,
sgg\112961.pose,de,sgg,0,3.04,HYPNOSE,hypnose,
sgg\117611.pose,de,sgg,0,2.458333333333333,SCHIMPFWORT,schimpfwort,
sgg\124678.pose,de,sgg,0,2.2,NEIDISCH,neidisch,
sgg\128943.pose,de,sgg,0,2.6666666666666665,TORHÜTER,torhüter,
sgg\112824.pose,de,sgg,0,3.125,NACHDENKEN,nachdenken,
sgg\113002.pose,de,sgg,0,2.88,IMMIGRATION,immigration,
sgg\125243.pose,de,sgg,0,2.5416666666666665,VORSTELLEN,vorstellen,
sgg\128836.pose,de,sgg,0,2.7916666666666665,SCHLAFEN,schlafen,
sgg\114026.pose,de,sgg,0,2.2916666666666665,GENUG,genug,
sgg\114814.pose,de,sgg,0,2.68,TOURNEE,tournee,
sgg\123848.pose,de,sgg,0,3.1666666666666665,ARABIEN,arabien,
sgg\116830.pose,de,sgg,0,2.5416666666666665,ABSCHLUSS,abschluss,
sgg\125895.pose,de,sgg,0,2.7916666666666665,RESPEKT,respekt,
sgg\127621.pose,de,sgg,0,2.88,WOHNMOBIL,wohnmobil,
sgg\113163.pose,de,sgg,0,2.25,TONNE,tonne,
sgg\125994.pose,de,sgg,0,3.125,FC ARSENAL,fc arsenal,
sgg\124020.pose,de,sgg,0,3.125,KOPFUMFANG,kopfumfang,
sgg\127076.pose,de,sgg,0,2.64,HIRZELHEIM,hirzelheim,
sgg\117974.pose,de,sgg,0,2.583333333333333,EMPÖREN,empören,
sgg\123763.pose,de,sgg,0,3.28,WAHRZEICHEN,wahrzeichen,
sgg\123853.pose,de,sgg,0,2.375,VATER,vater,
sgg\116850.pose,de,sgg,0,2.72,HALBTAX,halbtax,
sgg\112204.pose,de,sgg,0,2.958333333333333,LASTWAGENFAHRER,lastwagenfahrer,
sgg\130039.pose,de,sgg,0,1.9583333333333333,WÜNSCHEN,wünschen,
sgg\112278.pose,de,sgg,0,2.56,CELAL BAYAR,celal bayar,
sgg\125849.pose,de,sgg,0,2.583333333333333,SAUSE,sausen,
sgg\124592.pose,de,sgg,0,2.25,TECHNIK,technik,
sgg\113478.pose,de,sgg,0,2.6666666666666665,UNGARN,ungar,
sgg\125516.pose,de,sgg,0,2.5,RESOLUTION,resolution,
sgg\128566.pose,de,sgg,0,2.48,ANGREIFEN,angreifen,
sgg\114244.pose,de,sgg,0,2.5416666666666665,GESCHENK,geschenk,
sgg\117809.pose,de,sgg,0,2.72,BUNT,bunt,
sgg\124079.pose,de,sgg,0,2.12,HAKEN,haken,
sgg\115114.pose,de,sgg,0,3.0,WALDWEG,waldweg,
sgg\117609.pose,de,sgg,0,2.24,SPÄT,spät,
sgg\114150.pose,de,sgg,0,2.5416666666666665,KURDEN,kurde,
sgg\125470.pose,de,sgg,0,2.208333333333333,STIGMA,stigma,
sgg\126537.pose,de,sgg,0,2.4166666666666665,EINGANG,eingang,
sgg\114698.pose,de,sgg,0,3.333333333333333,MONOPOLY,monopoly,
sgg\114774.pose,de,sgg,0,2.2916666666666665,SCHERE,scheren,
sgg\128538.pose,de,sgg,0,2.5,RICHTUNG,richtung,
sgg\112716.pose,de,sgg,0,2.875,TRAMFAHRER,tramfahrer,
sgg\126618.pose,de,sgg,0,2.708333333333333,NEUGIERIG,neugierig,
